ATC code_L1,href_L1,name_L1,ATC code_L2,href_L2,name_L2,ATC code_L3,href_L3,name_L3,ATC code_L4,href_L4,name_L4,ATC code_L5,Name_L5,DDD_L5,U_L5,Adm.R_L5,Note_L5,href_L5,flag_DDD
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B03,https://atcddd.fhi.no/atc_ddd_index/?code=B03&showdescription=no,ANTIANEMIC PREPARATIONS,B03X,https://atcddd.fhi.no/atc_ddd_index/?code=B03X&showdescription=no,OTHER ANTIANEMIC PREPARATIONS,B03XA,https://atcddd.fhi.no/atc_ddd_index/?code=B03XA&showdescription=no,Other antianemic preparations,B03XA09,molidustat,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B03XA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B03,https://atcddd.fhi.no/atc_ddd_index/?code=B03&showdescription=no,ANTIANEMIC PREPARATIONS,B03X,https://atcddd.fhi.no/atc_ddd_index/?code=B03X&showdescription=no,OTHER ANTIANEMIC PREPARATIONS,B03XA,https://atcddd.fhi.no/atc_ddd_index/?code=B03XA&showdescription=no,Other antianemic preparations,B03XA10,efepoetin alfa,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B03XA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AA,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,Blood substitutes and plasma protein fractions,B05AA01,albumin,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AA,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,Blood substitutes and plasma protein fractions,B05AA02,other plasma protein fractions,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AA,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,Blood substitutes and plasma protein fractions,B05AA03,fluorocarbon blood substitutes,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AA,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,Blood substitutes and plasma protein fractions,B05AA05,dextran,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AA,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,Blood substitutes and plasma protein fractions,B05AA06,gelatin agents,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AA,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,Blood substitutes and plasma protein fractions,B05AA07,hydroxyethylstarch,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AA,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,Blood substitutes and plasma protein fractions,B05AA08,hemoglobin crosfumaril,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AA,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,Blood substitutes and plasma protein fractions,B05AA09,hemoglobin raffimer,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AA,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,Blood substitutes and plasma protein fractions,B05AA10,hemoglobin glutamer (bovine),,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AX,https://atcddd.fhi.no/atc_ddd_index/?code=B05AX&showdescription=no,Other blood products,B05AX01,erythrocytes,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AX&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AX,https://atcddd.fhi.no/atc_ddd_index/?code=B05AX&showdescription=no,Other blood products,B05AX02,thrombocytes,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AX&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AX,https://atcddd.fhi.no/atc_ddd_index/?code=B05AX&showdescription=no,Other blood products,B05AX03,blood plasma,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AX&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05A,https://atcddd.fhi.no/atc_ddd_index/?code=B05A&showdescription=no,BLOOD AND RELATED PRODUCTS,B05AX,https://atcddd.fhi.no/atc_ddd_index/?code=B05AX&showdescription=no,Other blood products,B05AX04,stem cells from umbilical cord blood,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05AX&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BA,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,Solutions for parenteral nutrition,B05BA01,amino acids,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BA,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,Solutions for parenteral nutrition,B05BA02,fat emulsions,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BA,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,Solutions for parenteral nutrition,B05BA03,carbohydrates,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BA,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,Solutions for parenteral nutrition,B05BA04,protein hydrolysates,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BA,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,Solutions for parenteral nutrition,B05BA10,combinations,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BB,https://atcddd.fhi.no/atc_ddd_index/?code=B05BB&showdescription=no,Solutions affecting the electrolyte balance,B05BB01,electrolytes,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BB&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BB,https://atcddd.fhi.no/atc_ddd_index/?code=B05BB&showdescription=no,Solutions affecting the electrolyte balance,B05BB02,electrolytes with carbohydrates,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BB&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BB,https://atcddd.fhi.no/atc_ddd_index/?code=B05BB&showdescription=no,Solutions affecting the electrolyte balance,B05BB03,trometamol,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BB&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BB,https://atcddd.fhi.no/atc_ddd_index/?code=B05BB&showdescription=no,Solutions affecting the electrolyte balance,B05BB04,electrolytes in combination with other drugs,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BB&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BC,https://atcddd.fhi.no/atc_ddd_index/?code=B05BC&showdescription=no,Solutions producing osmotic diuresis,B05BC01,mannitol,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BC&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,https://atcddd.fhi.no/atc_ddd_index/?code=B05B&showdescription=no,I.V. SOLUTIONS,B05BC,https://atcddd.fhi.no/atc_ddd_index/?code=B05BC&showdescription=no,Solutions producing osmotic diuresis,B05BC02,carbamide,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05BC&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA01,cetylpyridinium,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA02,chlorhexidine,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA03,nitrofural,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA04,sulfamethizole,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA05,taurolidine,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA06,mandelic acid,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA07,noxytiolin,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA08,ethacridine lactate,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA09,neomycin,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CA,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,Antiinfectives,B05CA10,combinations,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CA&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CB,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,Salt solutions,B05CB01,sodium chloride,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CB,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,Salt solutions,B05CB02,sodium citrate,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CB,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,Salt solutions,B05CB03,magnesium citrate,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CB,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,Salt solutions,B05CB04,sodium bicarbonate,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CB,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,Salt solutions,B05CB10,combinations,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CB&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CX,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,Other irrigating solutions,B05CX01,glucose,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CX,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,Other irrigating solutions,B05CX02,sorbitol,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CX,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,Other irrigating solutions,B05CX03,glycine,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CX,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,Other irrigating solutions,B05CX04,mannitol,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,https://atcddd.fhi.no/atc_ddd_index/?code=B05C&showdescription=no,IRRIGATING SOLUTIONS,B05CX,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,Other irrigating solutions,B05CX10,combinations,,,,,https://atcddd.fhi.no/atc_ddd_index/?code=B05CX&showdescription=no,0
B,https://atcddd.fhi.no/atc_ddd_index/?code=B&showdescription=no,BLOOD AND BLOOD FORMING ORGANS,B05,https://atcddd.fhi.no/atc_ddd_index/?code=B05&showdescription=no,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05D,https://atcddd.fhi.no/atc_ddd_index/?code=B05D&showdescription=no,PERITONEAL DIALYTICS,B05DA,https://atcddd.fhi.no/atc_ddd_index/?code=B05DA&showdescription=no,Isotonic solutions,,potassium chloride,,,,,,0
